English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
paragraph,paragrafo,/paɾaɡrafo/,"I never believed that the paragraph had any foundation, my dear--impossible.","Non ho mai creduto che il paragrafo avesse un fondamento, mia cara... impossibile.","/non o maj kreduto ke il paɾaɡrafo avesse ʊn fondamento, mia kaɾa... impossibile./",A1,Social,"A1,Social",
pardon,perdono,/perdono/,"Go to, we pardon thee.","Vai, ti perdoniamo.","/vaj, tɪ perdonjamo./",A1,Social,"A1,Social",
parent,genitore,/dʒenitore/,Do you have your parents’ permission?,Avete il permesso dei vostri genitori?,/avete il permesso deɪ vɔstrɪ dʒenitorɪ?/,A1,Social,"A1,Social",
park,parco,/parko/,It is ycleped thy park.,È il tuo parco.,/e il tʊo parko./,A1,Social,"A1,Social",
part,parte,/parte/,We may as well part.,Potremmo anche separarci.,/potrɛmmo anke sepaɾartʃɪ./,A1,Social,"A1,Social",
partner,partner,/partner/,Faith is a person’s partner.,La fede è il partner di una persona.,/la fede e il partner dɪ ʊna persona./,A1,Social,"A1,Social",
party,partito,/partito/,The party was admirably selected.,Il gruppo è stato selezionato in modo eccellente.,/il ɡrupːo e stato seletsjonato in mɔdo etʃːellɛnte./,A1,Social,"A1,Social",
passport,passaporto,/passapɔrto/,"Felix had procured passports in the name of his father, sister, and himself.","Felix si era procurato i passaporti a nome del padre, della sorella e di se stesso.","/fɛliks sɪ ɛra prokʊrato i passapɔrtɪ a nome del padre, della sorɛlla e dɪ se stesso./",A1,Social,"A1,Social",
past,passato,/passato/,It was late--past eleven o’clock.,"Era tardi, le undici passate.","/ɛra tardɪ, le unditʃɪ passate./",A1,Social,"A1,Social",
pay,retribuzione,/retribʊtsione/,He will never pay it!,Non lo pagherà mai!,/non lo paɡeɾa maj!/,A1,Shopping,"A1,Shopping",
peace,pace,/patʃe/,All there was at peace.,Tutto era in pace.,/tutːo ɛra in patʃe./,A1,Social,"A1,Social",
pen,penna,/penna/,What pen can describe it?,Quale penna può descriverlo?,/kwale penna pʊɔ deskriverlo?/,A1,Food,"A1,Food",
pencil,matita,/matita/,"If he cannot use the pencil, a few written words will do.","Se non può usare la matita, basterà qualche parola scritta.","/se non pʊɔ ʊzare la matita, basteɾa kwalke paɾɔla skritːa./",A1,Food,"A1,Food",
people,persone,/persone/,What do people have’em for--eh?,"Perché la gente li ha, eh?","/perke la dʒɛnte lɪ a, e?/",A1,Professional,"A1,Professional",
pepper,pepe,/pepe/,White pepper has the black pericarp or hull removed.,Il pepe bianco viene privato del pericarpo nero o del mallo.,/il pepe bjanko vjɛne privato del perikarpo nero o del mallo./,A1,Food,"A1,Food",
perfect,perfetto,/perfɛtːo/,"You know, a perfect general!","Insomma, un generale perfetto!","/insomma, ʊn dʒenerale perfɛtːo!/",A1,Social,"A1,Social",
period,periodo,/periodo/,These are the three periods.,Questi sono i tre periodi.,/kwestɪ sono i tre periodɪ./,A1,Social,"A1,Social",
person,persona,/persona/,This person has six elements.,Questa persona ha sei elementi.,/kwesta persona a sɛi elementɪ./,A1,Social,"A1,Social",
personal,personale,/personale/,But this absolute authority was still personal.,Ma questa autorità assoluta era ancora personale.,/ma kwesta aʊtorita assoluta ɛra ankora personale./,A1,Social,"A1,Social",
pet,animale domestico,/animale domɛstiko/,His pets are of odd sorts.,I suoi animali domestici sono di tipo strano.,/i sʊɔi animalɪ domɛstitʃɪ sono dɪ tipo strano./,A1,Social,"A1,Social",
phone,telefono,/telɛfono/,"Then the butler, behind his shoulder: “Philadelphia wants you on the phone, sir.","Poi il maggiordomo, alle sue spalle: ""Philadelphia la vuole al telefono, signore.","/pɔi il madʒːordɔmo, alle sʊe spalle: ""filadɛlfia la vʊɔle al telɛfono, siɲore./",A1,Social,"A1,Social",
photo,foto,/fɔto/,He is taking a photo.,Sta scattando una foto.,/sta skatːando ʊna fɔto./,A1,Shopping,"A1,Shopping",
photograph,fotografia,/fotoɡrafia/,The trees in the photograph are pin oaks.,Gli alberi nella fotografia sono querce da pin.,/ʎɪ alberɪ nella fotoɡrafia sono kwɛrtʃe da pin./,A1,Shopping,"A1,Shopping",
phrase,frase,/fraze/,It is an Upaniṣadic turn of phrase.,È un modo di dire Upaniṣadico.,/e ʊn mɔdo dɪ dire u pi a ɛnne i letːeːraunoeːsɛjtre a d̪iː i tʃi o./,A1,Social,"A1,Social",
piano,pianoforte,/pjanofɔrte/,"She is playing the piano, ” Mr.","Sta suonando il pianoforte"", ha detto Mr.","/sta sʊonando il pjanofɔrte"", a detːo ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
pick,scegliere,/ʃeʎere/,"Pistol, did you pick Master Slender’s purse?","Pistola, hai scelto la borsa di Master Slender?","/pistɔla, aj ʃelto la borsa dɪ master zlendɛr?/",A1,Food,"A1,Food",
picnic,picnic,/piknik/,A turnout then for a picnic was indeed an event.,L'affluenza per un picnic è stata davvero un evento.,/lafflʊɛntsa per ʊn piknik e stata davvero ʊn evɛnto./,A1,Food,"A1,Food",
picture,immagine,/immadʒine/,"Are you fond of pictures, dear?","Ti piacciono le foto, cara?","/tɪ pjatʃːono le fɔto, kaɾa?/",A1,Social,"A1,Social",
piece,pezzo,/pɛtsːo/,This is a piece of malice.,Questo è un pezzo di malizia.,/kwesto ɛ ʊn pɛtsːo dɪ malitsia./,A1,Social,"A1,Social",
pig,maiale,/majale/,"The pigs is well, ’ said Mr.","I maiali stanno bene"", ha detto Mr.","/i majalɪ stanno bɛne"", a detːo ɛmmeɛrɾe./",A1,Social,"A1,Social",
pink,rosa,/rɔza/,And how is a person a pink lotus ascetic?,E come può una persona essere un asceta del loto rosa?,/e kome pʊɔ ʊna persona ɛssere ʊn aʃɛta del lɔto rɔza?/,A1,Social,"A1,Social",
pizza,pizza,/pitsːa/,How many pizzas do we have left?,Quante pizze ci sono rimaste?,/kwante pitsːe tʃɪ sono rimaste?/,A1,Food,"A1,Food",
place,luogo,/lʊɔɡo/,This is a lovely place.,Questo è un posto incantevole.,/kwesto ɛ ʊn posto inkantevole./,A1,Social,"A1,Social",
plan,piano,/pjano/,See plan in the appendix.,Si veda il piano in appendice.,/sɪ veda il pjano in apːenditʃe./,A1,Food,"A1,Food",
plane,aereo,/aɛːreo/,Neither has a mathematical plane.,Nessuno dei due ha un piano matematico.,/nessʊno deɪ due a ʊn pjano matematiko./,A1,Grammar,"A1,Grammar",
plant,impianto,/impjanto/,There are two varieties of plants.,Esistono due varietà di piante.,/ezistono due varieta dɪ pjante./,A1,Social,"A1,Social",
play,gioco,/dʒɔko/,"Do you play ecarte, Sir?","Gioca a ecarte, signore?","/dʒɔka a ekarte, siɲore?/",A1,Social,"A1,Social",
player,giocatore,/dʒokatore/,I will prophesy he comes to tell me of the players.,Profetizzerò che venga a parlarmi dei giocatori.,/profetidzːeɾɔ ke veŋɡa a parlarmɪ deɪ dʒokatorɪ./,A1,Social,"A1,Social",
please,per favore,/per favore/,"Be seated, if you please.","Sedetevi, per favore.","/sedetevɪ, per favore./",A1,Grammar,"A1,Grammar",
pleasure,piacere,/pjatʃere/,I have enjoyed human pleasures.,Ho goduto dei piaceri umani.,/o ɡoduto deɪ pjatʃɛrɪ ʊmanɪ./,A1,Grammar,"A1,Grammar",
pocket,tasca,/taska/,"See""--producing a pocket-volume--""Akenside--his 'Pleasures of Imagination.","Vedi""-producendo un volume tascabile-""Akenside-i suoi 'Piaceri dell'immaginazione'.","/vedɪ""prodʊtʃɛndo ʊn volume taskabile""akensidei sʊɔi pjatʃɛrɪ dellimmadʒinatsione./",A1,Shopping,"A1,Shopping",
poem,poesia,/poezia/,The poem doesn’t say that she ordained.,La poesia non dice che ha ordinato.,/la poezia non ditʃe ke a ordinato./,A1,Social,"A1,Social",
point,punto,/punto/,And this is the point.,E questo è il punto.,/e kwesto ɛ il punto./,A1,Social,"A1,Social",
police,polizia,/politsia/,Single police-officers on duty could now tell Mr.,I singoli agenti di polizia in servizio potrebbero ora dire al Sig.,/i siŋɡolɪ adʒɛntɪ dɪ politsia in servitsio potrebːero ora dire al siɡ./,A1,Professional,"A1,Professional",
policeman,poliziotto,/politsjɔtːo/,"Now, policeman, what is this?","Ora, poliziotto, cos'è questo?","/ora, politsjɔtːo, kozɛ kwesto?/",A1,Social,"A1,Social",
pollution,inquinamento,/inkwinamento/,His surname was derived from his pollution of his baptismal font.,Il suo cognome deriva dall'inquinamento del suo fonte battesimale.,/il sʊo koɲome deriva dallinkwinamento del sʊo fonte batːezimale./,A1,Health,"A1,Health",
pool,piscina,/piʃina/,He has won the pool.,Ha vinto la piscina.,/a vinto la piʃina./,A1,Shopping,"A1,Shopping",
poor,povero,/pɔvero/,It is like poor Lucy’s.,È come quella della povera Lucy.,/e kome kwella della pɔvera lusɪ./,A1,Grammar,"A1,Grammar",
pop,pop,/pɔp/,"Why didn't you pop out and tell them so, on the spot?","Perché non sei uscito e non gliel'hai detto, sul posto?","/perke non sɛi ʊʃito e non ʎelaj detːo, sʊl posto?/",A1,Social,"A1,Social",
popular,popolare,/popolare/,I know I’m not very popular.,So di non essere molto popolare.,/sɔ dɪ non ɛssere molto popolare./,A1,Grammar,"A1,Grammar",
positive,positivo,/pozitivo/,And now the first positive effort to think.,E ora il primo sforzo positivo per pensare.,/e ora il primo sfɔrtso pozitivo per pensare./,A1,Social,"A1,Social",
possible,possibile,/possibile/,"It’s possible, ” said the Buddha.","È possibile"", disse il Buddha.","/e possibile"", disse il budːa./",A1,Social,"A1,Social",
post,posta,/pɔsta/,Has the post come in?,La posta è arrivata?,/la pɔsta e arɾivata?/,A1,Social,"A1,Social",
poster,manifesto,/manifɛsto/,The walls of her room are covered with posters of her idol.,Le pareti della sua stanza sono tappezzate di poster del suo idolo.,/le paretɪ della sʊa stantsa sono tapːetsːate dɪ pɔster del sʊo idolo./,A1,Social,"A1,Social",
potato,patata,/patata/,Give the general composition of potatoes.,Indicare la composizione generale delle patate.,/indikare la kompozitsione dʒenerale delle patate./,A1,Food,"A1,Food",
pound,sterlina,/sterlina/,Was it a five-pound note?,Era una banconota da cinque sterline?,/ɛra ʊna bankonɔta da tʃinkwe sterline?/,A1,Social,"A1,Social",
practice,pratica,/pratika/,These are the three practices.,Queste sono le tre pratiche.,/kweste sono le tre pratike./,A1,Food,"A1,Food",
practise,esercitarsi,/ezertʃitarsɪ/,"Sirs, I will practise on this drunken man.","Signori, mi eserciterò su quest'uomo ubriaco.","/siɲorɪ, mɪ ezertʃiteɾɔ sʊ kwestwɔmo ʊbriako./",A1,Food,"A1,Food",
pray,pregare,/preɡare/,For what would they pray?,Per cosa pregare?,/per kɔza preɡare?/,A1,Social,"A1,Social",
prefer,preferiscono,/preferiskono/,Do you prefer reading to cards?,Preferisce la lettura alle carte?,/preferiʃe la letːura alle karte?/,A1,Professional,"A1,Professional",
prepare,preparare,/prepaɾare/,"Moreover, we have something to prepare.","Inoltre, abbiamo qualcosa da preparare.","/inoltre, abːjamo kwalkɔza da prepaɾare./",A1,Food,"A1,Food",
present,presente,/prezɛnte/,The old clergyman was present.,Il vecchio ecclesiastico era presente.,/il vɛkːio ekːlezjastiko ɛra prezɛnte./,A1,Social,"A1,Social",
pretty,bella,/bɛlla/,"That’s pretty plain, that is.",Questo è piuttosto chiaro.,/kwesto ɛ pjʊtːɔsto kjaro./,A1,Grammar,"A1,Grammar",
price,prezzo,/prɛtsːo/,No price could make it do.,Non c'è prezzo che tenga.,/non tʃe prɛtsːo ke teŋɡa./,A1,Social,"A1,Social",
prince,principe,/printʃipe/,Would the two princes lie?,I due principi mentirebbero?,/i due printʃipɪ mentirebːero?/,A1,Social,"A1,Social",
princess,principessa,/printʃipessa/,Do you love Princess Vajirī?,Ami la principessa Vajirī?,/amɪ la printʃipessa vajirɪ?/,A1,Social,"A1,Social",
probably,probabilmente,/probabilmente/,But the coincidence is probably accidental.,Ma la coincidenza è probabilmente casuale.,/ma la kointʃidɛntsa e probabilmente kazʊale./,A1,Grammar,"A1,Grammar",
problem,problema,/problɛma/,The great problem is accomplished.,Il grande problema è realizzato.,/il ɡrande problɛma e realidzːato./,A1,Social,"A1,Social",
product,prodotto,/prodotːo/,How are the acid products removed?,Come vengono rimossi i prodotti acidi?,/kome veŋɡono rimɔssɪ i prodotːɪ atʃidɪ?/,A1,Grammar,"A1,Grammar",
program,programma,/proɡramma/,Has Mary joined the apprenticeship program?,Mary ha aderito al programma di apprendistato?,/mɛːɾɪ a aderito al proɡramma dɪ apːrendistato?/,A1,Social,"A1,Social",
programme,programma,/proɡramma/,His address is a complete statement of the Huguenot programme in church and state.,Il suo discorso è una dichiarazione completa del programma ugonotto nella Chiesa e nello Stato.,/il sʊo diskorso e ʊna dikjaɾatsione komplɛta del proɡramma ʊɡonɔtːo nella kjɛza e nello stato./,A1,Social,"A1,Social",
project,progetto,/prodʒɛtːo/,Did he think of suspending his projects?,Ha pensato di sospendere i suoi progetti?,/a pensato dɪ sospɛndere i sʊɔi prodʒɛtːɪ?/,A1,Food,"A1,Food",
purple,viola,/vjɔla/,40 Julian had assumed the purple at Carthage.,40 Giuliano aveva assunto la porpora a Cartagine.,/kʊaɾaːnta dʒʊliano aveva assunto la porpora a kartadʒine./,A1,Grammar,"A1,Grammar",
push,spingere,/spindʒere/,Will you not push her out?,Non la respingerai?,/non la respindʒeraːɪ?/,A1,Shopping,"A1,Shopping",
put,mettere,/metːere/,Where will you put me?,Dove mi metterete?,/dove mɪ metːerete?/,A1,Food,"A1,Food",
quarter,trimestre,/trimɛstre/,"A quarter to it, "" said Scrooge.","Un quarto"", disse Scrooge.","/ʊn kwarto"", disse skroodʒe./",A1,Social,"A1,Social",
question,domanda,/domanda/,I should ask that question.,Dovrei fare questa domanda.,/dovrɛi fare kwesta domanda./,A1,Social,"A1,Social",
quick,veloce,/velotʃe/,I’ll be tellin’ ye quick!,Ve lo dirò in fretta!,/ve lo diɾɔ in fretːa!/,A1,Grammar,"A1,Grammar",
quickly,rapidamente,/rapidamente/,I must get back quickly.,Devo tornare in fretta.,/dɛvo tornare in fretːa./,A1,Grammar,"A1,Grammar",
quiet,tranquillo,/trankwillo/,They were very quiet again.,Erano di nuovo molto silenziosi.,/ɛrano dɪ nʊɔvo molto silentsjɔzɪ./,A1,Grammar,"A1,Grammar",
quite,abbastanza,/abːastantsa/,He is quite well now.,Ora sta abbastanza bene.,/ora sta abːastantsa bɛne./,A1,Grammar,"A1,Grammar",
rabbit,coniglio,/koniʎo/,As if hell was built for rabbits!,Come se l'inferno fosse stato costruito per i conigli!,/kome se linfɛrno fosse stato kostrʊito per i koniʎɪ!/,A1,Food,"A1,Food",
radio,radio,/radio/,You had just turned on the radio.,Avevi appena acceso la radio.,/avevɪ apːena atʃːezo la radio./,A1,Social,"A1,Social",
rain,pioggia,/pjɔdʒːa/,It will be rain tonight.,Stasera pioverà.,/sta sera pjoveɾa./,A1,Abstract,"A1,Abstract",
rainy,piovoso,/pjovozo/,You should enter the rainy-season residence.,Dovreste entrare nella residenza per la stagione delle piogge.,/dovreste entrare nella rezidɛntsa per la stadʒone delle pjɔdʒːe./,A1,Grammar,"A1,Grammar",
rat,ratto,/ratːo/,They have a horror of rats.,Hanno orrore dei ratti.,/anno orɾore deɪ ratːɪ./,A1,Social,"A1,Social",
read,leggere,/lɛdʒːere/,"Come quick, and read it!",Venite subito a leggerlo!,/venite subito a ledʒːerlo!/,A1,Social,"A1,Social",
reader,lettore,/letːore/,Are these people great readers?,Queste persone sono grandi lettori?,/kweste persone sono ɡrandɪ letːorɪ?/,A1,Social,"A1,Social",
reading,lettura,/letːura/,She is fatigued with reading.,È affaticata dalla lettura.,/e affatikata dalla letːura./,A1,Social,"A1,Social",
ready,pronto,/pronto/,"She is ready, is she?","È pronta, vero?","/e pronta, vero?/",A1,Food,"A1,Food",
real,reale,/reale/,The real issue was Spain.,Il vero problema era la Spagna.,/il vero problɛma ɛra la spaɲɲa./,A1,Time & Quantity,"A1,Time & Quantity",
really,davvero,/davvero/,And you really want one?,E ne vuoi davvero uno?,/e ne vʊɔi davvero uno?/,A1,Grammar,"A1,Grammar",
reason,motivo,/motivo/,This is for stylistic reasons.,Questo per motivi stilistici.,/kwesto per motivɪ stilistitʃɪ./,A1,Social,"A1,Social",
red,rosso,/rosso/,Without was the “Red Death.,"Senza la ""Morte Rossa"".","/sɛntsa la ""mɔrte rossa""./",A1,Social,"A1,Social",
relax,relax,/rɛlaks/,"He approached the king and said, ‘Relax, sire.","Si avvicinò al re e gli disse: ""Si rilassi, signore.","/sɪ avvitʃinɔ al rɛ e ʎɪ disse: ""sɪ rilassɪ, siɲore./",A1,Professional,"A1,Professional",
remember,ricordare,/rikordare/,"Remember, sir, he is ill.","Si ricordi, signore, che è malato.","/sɪ rikɔrdɪ, siɲore, ke e malato./",A1,Social,"A1,Social",
repeat,ripetizione,/ripetitsione/,You can’t repeat the past.,Non si può ripetere il passato.,/non sɪ pʊɔ ripetere il passato./,A1,Food,"A1,Food",
report,rapporto,/rapːɔrto/,"There, the report was, Mr.","Lì, il rapporto era, Mr.","/li, il rapːɔrto ɛra, ɛmmeɛrɾe./",A1,Social,"A1,Social",
reporter,giornalista,/dʒornalista/,"The reporters were MM. Cuvier, Lacapede, and Lamarck.","I giornalisti erano MM. Cuvier, Lacapede e Lamarck.","/i dʒornalistɪ ɛrano ɛmmeɛmme. kʊvjɛr, lakapede e lamarkː./",A1,Social,"A1,Social",
restaurant,ristorante,/ristorante/,"This is a nice restaurant here, ” said Mr.","Questo è un bel ristorante"", ha detto Mr.","/kwesto ɛ ʊn bɛl ristorante"", a detːo ɛmmeɛrɾe./",A1,Shopping,"A1,Shopping",
result,risultato,/rizʊltato/,It had no bad result.,Non ha avuto un risultato negativo.,/non a avuto ʊn rizʊltato neɡativo./,A1,Social,"A1,Social",
return,ritorno,/ritorno/,"Do you, then, really return?","Allora, tornate davvero?","/allora, tornate davvero?/",A1,Social,"A1,Social",
review,recensione,/retʃensjone/,A grand review was to take place upon the lines.,Sulle linee si sarebbe svolta una grande rassegna.,/sʊlle linee sɪ sarɛbːe zvɔlta ʊna ɡrande rasseɲɲa./,A1,Social,"A1,Social",
ribbon,nastro,/nastro/,"Pray you, sir, how much carnation ribbon may a man buy for a remuneration?","Vi prego, signore, quanto nastro di garofano può comprare un uomo per un compenso?","/vɪ prɛɡo, siɲore, kwanto nastro dɪ ɡarɔfano pʊɔ komprare ʊn wɔmo per ʊn kompɛnso?/",A1,Social,"A1,Social",
rice,riso,/rizo/,What cereal does rice resemble in composition?,A quale cereale assomiglia il riso per composizione?,/a kwale tʃereale assomiʎa il rizo per kompozitsione?/,A1,Social,"A1,Social",
rich,ricco,/rikːo/,These are the two riches.,Queste sono le due ricchezze.,/kweste sono le due rikːetsːe./,A1,Grammar,"A1,Grammar",
ride,cavalcata,/kavalkata/,And then came that disconcerting ride.,E poi arrivò quella sconcertante corsa.,/e pɔi arɾivɔ kwella skontʃertante korsa./,A1,Shopping,"A1,Shopping",
right,diritto,/diritːo/,"All right, ’ was the reply.","Va bene"", fu la risposta.","/va bɛne"", fʊ la risposta./",A1,Grammar,"A1,Grammar",
ring,anello,/anɛllo/,This is the King’s ring.,Questo è l'anello del Re.,/kwesto ɛ lanɛllo del rɛ./,A1,Shopping,"A1,Shopping",
river,fiume,/fjume/,"And, Rivers, so were you.","E, Rivers, anche tu.","/eː, rivɛrs, anke tu./",A1,Home,"A1,Home",
road,strada,/strada/,Is it a good road?,È una buona strada?,/e ʊna bʊɔna strada?/,A1,Shopping,"A1,Shopping",
role,ruolo,/rʊɔlo/,Here they take an even more central role.,Qui assumono un ruolo ancora più centrale.,/kwi assumono ʊn rʊɔlo ankora pjʊ tʃentrale./,A1,Grammar,"A1,Grammar",
room,camera,/kamera/,It was his own room.,Era la sua stanza.,/ɛra la sʊa stantsa./,A1,Time & Quantity,"A1,Time & Quantity",
